# ident               redshift   spec1                      i-megacam   i-megacam_err   u-megacam   u-megacam_err   g-megacam   g-megacam_err   r-megacam   r-megacam_err   i-megacam   i-megacam_err   z-megacam   z-megacam_err   J-wircam   J-wircam_err   H-wircam   H-wircam_err   K-wircam   K-wircam_err  
  SPARTAN_comb_N106   0.8341     SPARTAN_comb_N106_1.spec   22.5817     0.0             25.2432     0.5906          24.6685     0.0941          23.7868     0.1978          22.5817     0.2238          21.959      0.3096          20.9472    0.0676         20.36      0.621          19.9238    0.8022        
  SPARTAN_comb_N107   0.8345     SPARTAN_comb_N107_1.spec   22.8163     0.0             23.4193     0.0809          23.3022     0.2647          23.1099     0.3288          22.8163     0.2127          22.579      0.2574          22.1885    0.4092         22.1113    0.7686         21.9144    0.2253        
  SPARTAN_comb_N108   0.8345     SPARTAN_comb_N108_1.spec   23.4631     0.0             25.2572     0.2115          24.8653     0.0357          24.2935     0.1292          23.4631     0.3507          23.0146     0.1205          22.2734    0.7741         22.0268    0.8133         21.8027    0.048         
  SPARTAN_comb_N109   0.8357     SPARTAN_comb_N109_1.spec   22.1486     0.0             22.6223     0.1238          22.5273     0.4319          22.3199     0.2879          22.1486     0.1936          21.7485     0.3668          21.1497    1.1177         21.4731    1.08           21.6394    1.0666        
  SPARTAN_comb_N110   0.8368     SPARTAN_comb_N110_1.spec   22.0983     0.0             22.9459     0.2737          22.8105     0.2004          22.5692     0.2172          22.0983     0.1604          21.8717     0.6531          21.5026    0.0709         21.3407    0.7966         21.1139    0.2909        
  SPARTAN_comb_N111   0.8371     SPARTAN_comb_N111_1.spec   23.2966     0.0             25.0783     0.1081          24.8423     0.2246          24.2799     0.2275          23.2966     0.2041          22.8824     0.4596          22.3119    0.6392         22.0205    0.1201         21.8107    0.6097        
  SPARTAN_comb_N112   0.8377     SPARTAN_comb_N112_1.spec   22.5246     0.0             23.8054     0.8482          23.6367     0.0839          23.2723     0.2436          22.5246     0.3608          22.2217     0.4066          21.7779    0.8733         21.4934    1.0159         21.1842    0.4078        
  SPARTAN_comb_N113   0.8381     SPARTAN_comb_N113_1.spec   23.3061     0.0             25.9848     0.2849          25.4064     0.1634          24.5267     0.0438          23.3061     0.0589          22.6926     0.1638          21.6978    0.227          21.1275    1.1985         20.7013    0.5668        
  SPARTAN_comb_N114   0.8385     SPARTAN_comb_N114_1.spec   24.033      0.0             25.8167     1.3409          25.4247     0.2007          24.8627     0.1352          24.033      0.1025          23.5928     0.7249          22.8563    1.6941         22.6179    1.0983         22.3978    0.4074        
  SPARTAN_comb_N115   0.8387     SPARTAN_comb_N115_1.spec   24.1221     0.0             26.8834     0.173           26.2922     0.3259          25.402      0.1106          24.1221     0.2413          23.546      0.2925          22.6135    0.0544         22.0775    0.4895         21.6802    1.0983        
  SPARTAN_comb_N116   0.8393     SPARTAN_comb_N116_1.spec   21.4728     0.0             24.3832     0.5932          23.7683     0.3693          22.7843     0.2523          21.4728     0.3041          20.8016     0.4137          19.7344    0.5623         19.0823    1.4734         18.6108    0.4359        
  SPARTAN_comb_N117   0.8394     SPARTAN_comb_N117_1.spec   22.9079     0.0             24.0912     0.7507          23.9314     0.1437          23.5956     0.0422          22.9079     0.2337          22.6023     0.3382          22.1446    0.1605         21.8682    0.5481         21.5572    0.763         
  SPARTAN_comb_N118   0.8395     SPARTAN_comb_N118_1.spec   22.9398     0.0             23.037      0.5481          23.1579     0.2057          23.1545     0.1953          22.9398     0.0906          22.738      0.0501          22.4853    0.9721         22.9454    0.3964         23.2383    0.208         
  SPARTAN_comb_N119   0.8395     SPARTAN_comb_N119_1.spec   23.1362     0.0             25.2517     0.4439          24.7481     0.1567          24.0521     0.2331          23.1362     0.3848          22.6077     0.3435          21.7271    0.864          21.492     1.6459         21.3161    1.0604        
  SPARTAN_comb_N120   0.8397     SPARTAN_comb_N120_1.spec   23.4456     0.0             24.5812     0.1801          24.4244     0.1813          24.0995     0.2444          23.4456     0.2663          23.1348     0.7098          22.6644    0.4423         22.6057    0.9153         22.5181    0.4638        
  SPARTAN_comb_N121   0.8398     SPARTAN_comb_N121_1.spec   22.7148     0.0             23.8227     0.8149          23.7558     0.3642          23.4575     0.2031          22.7148     0.3926          22.4491     0.7049          22.1158    0.1773         21.8969    1.0433         21.6368    0.2637        
  SPARTAN_comb_N122   0.8401     SPARTAN_comb_N122_1.spec   21.5514     0.0             22.8105     0.636           22.787      0.0817          22.4075     0.1662          21.5514     0.4757          21.259      0.4799          20.9686    0.0388         20.852     0.5499         20.7827    0.7561        
  SPARTAN_comb_N123   0.8407     SPARTAN_comb_N123_1.spec   22.0206     0.0             24.8007     0.4104          24.2237     0.1651          23.3009     0.1756          22.0206     0.1773          21.331      0.4629          20.2246    0.5346         19.4607    0.3284         18.7998    0.7774        
  SPARTAN_comb_N124   0.8409     SPARTAN_comb_N124_1.spec   23.0154     0.0             24.8893     0.0907          24.5691     0.2737          23.9784     0.0504          23.0154     0.308           22.5815     0.5215          21.9233    0.073          21.667     0.4562         21.4973    0.4549        
  SPARTAN_comb_N125   0.8411     SPARTAN_comb_N125_1.spec   21.7152     0.0             22.5805     0.2922          22.3604     0.0751          22.0371     0.248           21.7152     0.1447          21.2781     0.7085          20.5594    1.6137         20.7239    0.9271         20.7792    0.7571        
  SPARTAN_comb_N126   0.8411     SPARTAN_comb_N126_1.spec   22.4168     0.0             25.708      0.3042          25.0525     0.4167          23.7663     0.0558          22.4168     0.3152          21.7258     0.3222          20.7682    0.7298         20.1714    0.9825         19.8378    0.7107        
  SPARTAN_comb_N127   0.8411     SPARTAN_comb_N127_1.spec   22.774      0.0             23.9854     0.2238          23.6462     0.243           23.1978     0.0104          22.774      0.1905          22.2669     0.46            21.4182    0.072          21.4714    0.6664         21.4516    0.9752        
  SPARTAN_comb_N128   0.8411     SPARTAN_comb_N128_1.spec   23.2518     0.0             25.3946     1.0143          24.8814     0.1422          24.204      0.0462          23.2518     0.4208          22.7624     0.6161          21.9151    0.5445         21.3678    0.5348         20.8585    0.8375        
  SPARTAN_comb_N129   0.8413     SPARTAN_comb_N129_1.spec   22.0151     0.0             21.9948     0.7094          22.1115     0.1847          22.1472     0.2162          22.0151     0.4535          21.8385     0.1058          21.5785    0.3401         21.9516    1.0185         22.1421    0.5033        
  SPARTAN_comb_N130   0.8413     SPARTAN_comb_N130_1.spec   22.4139     0.0             23.8784     0.5009          23.6863     0.0619          23.2467     0.299           22.4139     0.1692          22.0298     0.371           21.4796    1.1851         21.256     0.2472         21.0737    0.5901        
  SPARTAN_comb_N131   0.8414     SPARTAN_comb_N131_1.spec   22.9937     0.0             25.4835     0.5398          25.0651     0.0666          24.1894     0.2625          22.9937     0.2302          22.3901     0.4707          21.526     0.8267         20.9899    0.5476         20.6221    0.4365        
  SPARTAN_comb_N132   0.8415     SPARTAN_comb_N132_1.spec   22.1183     0.0             28.7676     0.0398          26.2396     0.1579          23.8318     0.0626          22.1183     0.1871          21.1683     0.6421          19.894     0.4712         19.0305    0.628          18.478     0.3869        
  SPARTAN_comb_N133   0.8415     SPARTAN_comb_N133_1.spec   23.4582     0.0             24.5632     0.7284          24.4941     0.2364          24.1766     0.1099          23.4582     0.2019          23.1563     0.2665          22.7647    0.2169         22.7198    0.9997         22.6987    0.8189        
  SPARTAN_comb_N134   0.8418     SPARTAN_comb_N134_1.spec   22.8239     0.0             25.3723     0.3771          24.8112     0.0757          24.0083     0.3422          22.8239     0.405           22.2842     0.3114          21.3921    0.2661         20.918     0.5271         20.5521    0.3013        
  SPARTAN_comb_N135   0.8418     SPARTAN_comb_N135_1.spec   23.2261     0.0             24.6866     0.6062          24.4122     0.0148          23.9724     0.2376          23.2261     0.2263          22.8473     0.323           22.2362    0.5131         22.0853    1.1511         21.929     0.304         
  SPARTAN_comb_N136   0.842      SPARTAN_comb_N136_1.spec   21.9643     0.0             25.2471     0.1665          24.5438     0.1157          23.3779     0.0256          21.9643     0.2035          21.2474     0.2795          20.1263    0.9048         19.4451    0.5534         19.0029    0.2387        
  SPARTAN_comb_N137   0.842      SPARTAN_comb_N137_1.spec   22.3386     0.0             24.1559     1.0849          23.7591     0.3115          23.2074     0.1911          22.3386     0.0467          21.96       0.7271          21.3072    0.5897         20.8785    0.6714         20.475     0.0941        
  SPARTAN_comb_N138   0.842      SPARTAN_comb_N138_1.spec   23.9403     0.0             26.0378     1.0141          25.528      0.1177          24.8665     0.3584          23.9403     0.3429          23.465      0.8758          22.6355    1.226          22.1064    1.3559         21.6116    0.2497        
  SPARTAN_comb_N139   0.8422     SPARTAN_comb_N139_1.spec   21.6009     0.0             21.3633     0.4336          21.5192     0.3091          21.5488     0.228           21.6009     0.3158          21.2596     0.135           20.821     0.4984         21.5898    0.3784         22.1795    0.8472        
  SPARTAN_comb_N140   0.8426     SPARTAN_comb_N140_1.spec   21.75       0.0             22.0563     0.1329          22.1456     0.2408          22.1227     0.1038          21.75       0.2578          21.6358     0.726           21.516     1.1848         21.514     0.5037         21.4006    0.4799        
  SPARTAN_comb_N141   0.8426     SPARTAN_comb_N141_1.spec   23.509      0.0             26.2361     0.7736          25.7605     0.2992          24.836      0.3376          23.509      0.4628          22.9945     0.2746          22.2778    0.9511         21.8414    0.896          21.5445    0.6304        
  SPARTAN_comb_N142   0.8427     SPARTAN_comb_N142_1.spec   21.2105     0.0             21.6398     0.3751          21.5354     0.0293          21.3892     0.1075          21.2105     0.1059          20.9498     0.5571          20.4972    0.3987         20.5263    0.933          20.3665    0.003         
  SPARTAN_comb_N143   0.8427     SPARTAN_comb_N143_1.spec   23.634      0.0             25.5979     0.2555          25.0987     0.3343          24.4619     0.0076          23.634      0.1114          23.1323     0.5324          22.249     0.9059         21.9785    0.0024         21.7273    0.5449        
  SPARTAN_comb_N144   0.8431     SPARTAN_comb_N144_1.spec   23.0638     0.0             25.303      0.3517          24.7841     0.0449          24.0639     0.2114          23.0638     0.1782          22.5349     0.7073          21.6496    0.0224         21.3525    1.0182         21.1377    0.0977        
  SPARTAN_comb_N145   0.8434     SPARTAN_comb_N145_1.spec   22.3867     0.0             24.06       0.0128          23.5873     0.1002          23.0058     0.3446          22.3867     0.097           21.848      0.3837          20.9028    0.4041         20.7724    0.7968         20.6194    0.7449        
  SPARTAN_comb_N146   0.8434     SPARTAN_comb_N146_1.spec   22.7427     0.0             23.8441     0.4015          23.6901     0.0481          23.3811     0.0925          22.7427     0.2365          22.4339     0.8151          21.9578    0.82           21.9135    0.0888         21.8325    0.3671        
  SPARTAN_comb_N147   0.8434     SPARTAN_comb_N147_1.spec   22.7823     0.0             23.4587     0.0221          23.3321     0.0974          23.1386     0.2281          22.7823     0.1038          22.5653     0.3296          22.1821    1.1749         22.0743    0.2545         21.8618    0.2072        
  SPARTAN_comb_N148   0.8434     SPARTAN_comb_N148_1.spec   23.7298     0.0             25.1804     0.3101          24.9959     0.0889          24.5664     0.2165          23.7298     0.3223          23.3397     0.2246          22.7771    0.2347         22.4132    0.3588         22.0378    0.65          
