# ident               redshift   spec1                      i-megacam   i-megacam_err  
  SPARTAN_comb_N1183  1.1782     SPARTAN_comb_N1183_1.spec  23.8495     0.5            
  SPARTAN_comb_N1184  1.1785     SPARTAN_comb_N1184_1.spec  23.1372     0.5            
  SPARTAN_comb_N1185  1.1792     SPARTAN_comb_N1185_1.spec  23.5332     0.5            
  SPARTAN_comb_N1186  1.1795     SPARTAN_comb_N1186_1.spec  23.6906     0.5            
  SPARTAN_comb_N1187  1.1796     SPARTAN_comb_N1187_1.spec  23.7034     0.5            
  SPARTAN_comb_N1188  1.1802     SPARTAN_comb_N1188_1.spec  23.5123     0.5            
  SPARTAN_comb_N1189  1.1806     SPARTAN_comb_N1189_1.spec  23.5182     0.5            
  SPARTAN_comb_N1190  1.1809     SPARTAN_comb_N1190_1.spec  22.9525     0.5            
  SPARTAN_comb_N1191  1.181      SPARTAN_comb_N1191_1.spec  23.1742     0.5            
  SPARTAN_comb_N1192  1.182      SPARTAN_comb_N1192_1.spec  22.8933     0.5            
  SPARTAN_comb_N1193  1.1824     SPARTAN_comb_N1193_1.spec  22.8807     0.5            
  SPARTAN_comb_N1194  1.1826     SPARTAN_comb_N1194_1.spec  22.055      0.5            
  SPARTAN_comb_N1195  1.1834     SPARTAN_comb_N1195_1.spec  23.2349     0.5            
  SPARTAN_comb_N1196  1.1837     SPARTAN_comb_N1196_1.spec  23.6892     0.5            
  SPARTAN_comb_N1197  1.1864     SPARTAN_comb_N1197_1.spec  23.4884     0.5            
  SPARTAN_comb_N1198  1.1877     SPARTAN_comb_N1198_1.spec  23.77       0.5            
  SPARTAN_comb_N1199  1.1885     SPARTAN_comb_N1199_1.spec  23.7799     0.5            
  SPARTAN_comb_N1200  1.1888     SPARTAN_comb_N1200_1.spec  23.8039     0.5            
  SPARTAN_comb_N1201  1.1892     SPARTAN_comb_N1201_1.spec  22.8432     0.5            
  SPARTAN_comb_N1202  1.1904     SPARTAN_comb_N1202_1.spec  23.2096     0.5            
  SPARTAN_comb_N1203  1.1908     SPARTAN_comb_N1203_1.spec  21.974      0.5            
  SPARTAN_comb_N1204  1.192      SPARTAN_comb_N1204_1.spec  22.9045     0.5            
  SPARTAN_comb_N1205  1.1923     SPARTAN_comb_N1205_1.spec  22.6438     0.5            
  SPARTAN_comb_N1206  1.1923     SPARTAN_comb_N1206_1.spec  23.3611     0.5            
  SPARTAN_comb_N1207  1.1927     SPARTAN_comb_N1207_1.spec  21.2215     0.5            
  SPARTAN_comb_N1208  1.1933     SPARTAN_comb_N1208_1.spec  23.0892     0.5            
  SPARTAN_comb_N1209  1.1937     SPARTAN_comb_N1209_1.spec  22.31       0.5            
  SPARTAN_comb_N1210  1.1943     SPARTAN_comb_N1210_1.spec  22.9524     0.5            
  SPARTAN_comb_N1211  1.1948     SPARTAN_comb_N1211_1.spec  23.6676     0.5            
  SPARTAN_comb_N1212  1.1957     SPARTAN_comb_N1212_1.spec  23.5728     0.5            
  SPARTAN_comb_N1213  1.1974     SPARTAN_comb_N1213_1.spec  23.8689     0.5            
  SPARTAN_comb_N1214  1.1979     SPARTAN_comb_N1214_1.spec  24.1735     0.5            
  SPARTAN_comb_N1215  1.1986     SPARTAN_comb_N1215_1.spec  23.6883     0.5            
  SPARTAN_comb_N1216  1.1988     SPARTAN_comb_N1216_1.spec  23.7039     0.5            
  SPARTAN_comb_N1217  1.1993     SPARTAN_comb_N1217_1.spec  22.2542     0.5            
